,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
59055,12355010,JE217464,05/02/2021 07:20:00 PM,079XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,422,4,7.0,46,08A,1198533.0,1852965.0,2021,05/09/2021 04:55:50 PM,41.751361448000004,-87.54803791100002,"(41.751361448, -87.548037911)"
52571,12344051,JE203850,04/19/2021 12:17:00 PM,025XX W 54TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,True,True,923,9,14.0,63,14,1160439.0,1868618.0,2021,04/26/2021 04:49:14 PM,41.795184824,-87.687202791,"(41.795184824, -87.687202791)"
57395,12352706,JE214516,04/29/2021 03:05:00 AM,020XX N LARAMIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2522,25,36.0,19,06,1141392.0,1913044.0,2021,05/06/2021 04:50:35 PM,41.917467509,-87.75595394,"(41.917467509, -87.75595394)"
5855,12271311,JE114849,01/03/2021 02:00:00 PM,013XX N MASON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2531,25,29.0,25,11,1136447.0,1908341.0,2021,01/20/2021 03:51:20 PM,41.904651831,-87.77423490299999,"(41.904651831, -87.774234903)"
4264,12266601,JE108597,01/10/2021 07:20:00 AM,006XX E 115TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,531,5,9.0,50,08B,1182383.0,1828813.0,2021,01/17/2021 03:49:56 PM,41.685474655,-87.607964681,"(41.685474655, -87.607964681)"
2780,12258773,JE100356,01/01/2021 08:50:00 AM,017XX S STATE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,POLICE FACILITY / VEHICLE PARKING LOT,True,False,131,1,3.0,33,14,1176607.0,1891853.0,2021,01/16/2021 03:49:23 PM,41.858594819000004,-87.62721442700001,"(41.858594819, -87.627214427)"
24681,12301402,JE152278,02/24/2021 08:55:00 PM,020XX N CLEVELAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1812,18,43.0,7,06,1172597.0,1913929.0,2021,03/03/2021 03:47:36 PM,41.919262268000004,-87.64128005799999,"(41.919262268, -87.641280058)"
46477,12333983,JE191921,04/07/2021 04:30:00 AM,011XX W 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,724,7,16.0,68,14,1169614.0,1862354.0,2021,04/14/2021 05:57:55 PM,41.777801509,-87.653739482,"(41.777801509, -87.653739482)"
6078,12268871,JE111974,01/13/2021 08:01:00 PM,057XX S BISHOP ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,713,7,16.0,67,04A,1167647.0,1866595.0,2021,01/20/2021 03:53:42 PM,41.789481764,-87.66082894600002,"(41.789481764, -87.660828946)"
43682,12333249,JE187210,04/02/2021 12:00:00 PM,006XX E 75TH ST,0460,BATTERY,SIMPLE,STREET,False,False,323,3,6.0,69,08B,1182008.0,1855432.0,2021,04/09/2021 05:06:35 PM,41.75852909,-87.608517015,"(41.75852909, -87.608517015)"
46134,12333942,JE191890,04/07/2021 02:42:00 AM,065XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,312,3,20.0,69,08B,1180046.0,1861715.0,2021,04/14/2021 05:57:55 PM,41.775815434,-87.615515359,"(41.775815434, -87.615515359)"
57493,12354568,JE213986,04/29/2021 02:03:00 PM,079XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,611,6,17.0,71,14,1164407.0,1852089.0,2021,05/06/2021 04:50:35 PM,41.749744256999996,-87.673117329,"(41.749744257, -87.673117329)"
28611,12306346,JE158371,03/03/2021 01:00:00 PM,061XX S KILBOURN AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,813,8,13.0,65,11,1147428.0,1863429.0,2021,03/10/2021 03:48:52 PM,41.781203828,-87.735047289,"(41.781203828, -87.735047289)"
22750,12297177,JE147057,02/20/2021 01:40:00 PM,049XX W MELROSE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False,1634,16,31.0,15,04A,1142935.0,1921156.0,2021,02/27/2021 03:46:45 PM,41.939699003,-87.750082114,"(41.939699003, -87.750082114)"
30048,12309560,JE161748,03/06/2021 12:30:00 PM,003XX E 89TH PL,0810,THEFT,OVER $500,RESIDENCE,False,False,633,6,9.0,44,06,1180294.0,1845723.0,2021,03/13/2021 03:51:08 PM,41.731925941,-87.61509563799999,"(41.731925941, -87.615095638)"
30984,12309685,JE162284,03/07/2021 10:30:00 PM,064XX S LONG AVE,0560,ASSAULT,SIMPLE,STREET,False,False,813,8,13.0,64,08A,1141513.0,1861441.0,2021,03/14/2021 04:50:05 PM,41.775859296,-87.75678220399998,"(41.775859296, -87.756782204)"
758,12261445,JE103294,01/04/2021 05:15:00 PM,016XX W CULLERTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1234,12,25.0,31,14,1165673.0,1890469.0,2021,01/16/2021 03:49:23 PM,41.855036741999996,-87.667388504,"(41.855036742, -87.667388504)"
35630,12319178,JE173548,03/17/2021 10:56:00 AM,040XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2524,25,31.0,22,06,1148986.0,1918311.0,2021,03/24/2021 05:06:10 PM,41.931776952,-87.72791651,"(41.931776952, -87.72791651)"
40252,12324853,JE180512,03/26/2021 01:00:00 PM,087XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,634,6,21.0,44,06,1177462.0,1847094.0,2021,04/02/2021 05:04:22 PM,41.735752519,-87.62542903200001,"(41.735752519, -87.625429032)"
53957,12349352,JE210327,04/22/2021 06:00:00 PM,003XX S MAPLEWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1125,11,27.0,28,14,1159432.0,1898443.0,2021,04/29/2021 04:51:45 PM,41.877048729,-87.690076459,"(41.877048729, -87.690076459)"
28095,12305776,JE157542,03/02/2021 12:00:00 AM,038XX W DIVISION ST,0810,THEFT,OVER $500,STREET,False,False,2535,25,37.0,23,06,1150354.0,1907724.0,2021,03/09/2021 03:54:03 PM,41.902698633,-87.723166088,"(41.902698633, -87.723166088)"
33968,12315225,JE168803,03/13/2021 05:30:00 PM,107XX S AVENUE M,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,432,4,10.0,52,14,1201525.0,1834449.0,2021,03/20/2021 04:52:03 PM,41.700476705,-87.53770110299999,"(41.700476705, -87.537701103)"
43599,12330747,JE187741,04/02/2021 11:05:00 PM,039XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1122,11,37.0,23,08B,1150217.0,1903053.0,2021,04/09/2021 05:06:35 PM,41.889883603,-87.72379121200001,"(41.889883603, -87.723791212)"
39865,12325795,JE181425,03/25/2021 06:20:00 PM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1833,18,2.0,8,06,1177320.0,1906851.0,2021,04/01/2021 05:04:48 PM,41.899734046999995,-87.624142375,"(41.899734047, -87.624142375)"
36917,12318591,JE172961,03/19/2021 12:02:00 AM,017XX E 73RD PL,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,324,3,8.0,43,04B,1189245.0,1856593.0,2021,03/26/2021 05:00:56 PM,41.76154459,-87.58195718799999,"(41.76154459, -87.581957188)"
49226,12339729,JE198754,04/13/2021 07:00:00 PM,003XX N PEORIA,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,28,14,,,2021,04/20/2021 04:49:35 PM,,,
28645,12307038,JE158857,03/03/2021 08:15:00 PM,009XX E 133RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,533,5,9.0,54,04A,1185338.0,1817293.0,2021,03/10/2021 03:48:52 PM,41.653793378,-87.597507313,"(41.653793378, -87.597507313)"
24223,12300809,JE149826,02/23/2021 11:30:00 AM,011XX N LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1531,15,37.0,25,08B,1142489.0,1907080.0,2021,03/02/2021 03:50:05 PM,41.901081298,-87.752071974,"(41.901081298, -87.752071974)"
14924,12282879,JE128596,01/31/2021 05:40:00 PM,032XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1733,17,35.0,21,08A,1154475.0,1921533.0,2021,02/07/2021 03:46:17 PM,41.940510231,-87.707658764,"(41.940510231, -87.707658764)"
44892,12331764,JE189035,04/04/2021 09:14:00 AM,053XX N MULLIGAN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,TAXICAB,False,False,1622,16,45.0,11,11,1132907.0,1935154.0,2021,04/11/2021 05:07:26 PM,41.978292265,-87.786610399,"(41.978292265, -87.786610399)"
25429,12301960,JE152127,02/25/2021 02:00:00 PM,078XX S AVALON AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,411,4,8.0,45,08B,1185909.0,1853169.0,2021,03/04/2021 03:52:04 PM,41.752228116,-87.594291575,"(41.752228116, -87.594291575)"
25059,12301014,JE151861,02/24/2021 10:00:00 PM,060XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2413,24,40.0,2,14,1157243.0,1939960.0,2021,03/03/2021 03:47:36 PM,41.991019049,-87.696982375,"(41.991019049, -87.696982375)"
61931,12360944,JE224497,05/07/2021 08:50:00 PM,006XX W BUCKINGHAM PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1925,19,44.0,6,14,1171282.0,1922481.0,2021,05/14/2021 04:55:48 PM,41.942758346,-87.645859551,"(41.942758346, -87.645859551)"
39414,12323377,JE178800,03/24/2021 07:48:00 PM,086XX S INGLESIDE AVE,0810,THEFT,OVER $500,APARTMENT,False,True,632,6,8.0,44,06,1184065.0,1847892.0,2021,03/31/2021 04:59:47 PM,41.737790735,-87.60121347799999,"(41.737790735, -87.601213478)"
52718,12347486,JE206219,04/20/2021 09:00:00 AM,097XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,511,5,8.0,50,08B,1185915.0,1840733.0,2021,04/27/2021 04:51:22 PM,41.718102264,-87.59466071899998,"(41.718102264, -87.594660719)"
23185,12297725,JE147799,02/21/2021 11:45:00 AM,022XX S KILDARE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,1013,10,22.0,29,04A,1148291.0,1888832.0,2021,02/28/2021 03:48:02 PM,41.850896819,-87.731230725,"(41.850896819, -87.731230725)"
9108,12273286,JE117108,01/19/2021 01:14:00 PM,091XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,633,6,9.0,49,14,1180529.0,1844083.0,2021,01/26/2021 03:51:22 PM,41.727420197,-87.614284933,"(41.727420197, -87.614284933)"
27277,12303305,JE154635,02/28/2021 01:10:00 AM,081XX S HALSTED ST,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,False,False,613,6,21.0,71,04A,1172389.0,1850791.0,2021,03/07/2021 03:52:28 PM,41.746010581,-87.643906039,"(41.746010581, -87.643906039)"
45527,12333749,JE191131,04/06/2021 03:07:00 AM,017XX W 100TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,2213,22,19.0,72,11,1166471.0,1838376.0,2021,04/13/2021 05:27:07 PM,41.712070009,-87.66594357,"(41.712070009, -87.66594357)"
27999,12307854,JE160017,02/17/2021 12:00:00 AM,015XX W MELROSE ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,NURSING / RETIREMENT HOME,False,False,1922,19,44.0,6,11,1165572.0,1921662.0,2021,03/09/2021 03:52:09 PM,41.940634714,-87.666869817,"(41.940634714, -87.666869817)"
30886,12309470,JE162134,03/07/2021 05:00:00 PM,063XX S KIMBARK AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,314,3,20.0,42,06,1185729.0,1863204.0,2021,03/14/2021 04:50:05 PM,41.779769320999996,-87.59463537100002,"(41.779769321, -87.594635371)"
46172,12335474,JE193745,04/07/2021 07:30:00 PM,026XX W 15TH PL,0820,THEFT,$500 AND UNDER,STREET,False,False,1023,10,28.0,29,06,1159049.0,1892297.0,2021,04/14/2021 05:57:55 PM,41.860191366,-87.69165141,"(41.860191366, -87.69165141)"
51956,12343135,JE202880,04/18/2021 10:00:00 AM,091XX S BLACKSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,413,4,8.0,48,08B,1187709.0,1844724.0,2021,04/25/2021 04:52:22 PM,41.729011574,-87.587963499,"(41.729011574, -87.587963499)"
57185,12356022,JE218681,04/28/2021 06:00:00 PM,046XX N BROADWAY,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,1913,19,46.0,3,08B,1167942.0,1930944.0,2021,05/05/2021 04:52:00 PM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)"
34952,12316120,JE170000,03/15/2021 07:55:00 PM,056XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,True,2022,20,48.0,77,14,1168616.0,1937674.0,2021,03/22/2021 04:53:29 PM,41.984506698000004,-87.655216366,"(41.984506698, -87.655216366)"
2223,12261535,JE103528,01/04/2021 10:14:00 PM,030XX W LEXINGTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1134,11,28.0,27,14,1156221.0,1896546.0,2021,01/16/2021 03:49:23 PM,41.871908601,-87.70191758200001,"(41.871908601, -87.701917582)"
29315,12307423,JE159504,03/04/2021 10:37:00 PM,091XX S STONY ISLAND AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,False,False,413,4,8.0,48,10,1188515.0,1844485.0,2021,03/11/2021 03:47:23 PM,41.728336543000005,-87.58501858,"(41.728336543, -87.58501858)"
13056,12279975,JE124969,01/27/2021 04:45:00 PM,039XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,921,9,12.0,58,08B,1158335.0,1878579.0,2021,02/03/2021 03:58:22 PM,41.822562231,-87.694646782,"(41.822562231, -87.694646782)"
62112,12359668,JE223013,05/07/2021 04:56:00 PM,001XX W 104TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,512,5,34.0,49,14,1177174.0,1835662.0,2021,05/14/2021 04:55:48 PM,41.704388082,-87.626827858,"(41.704388082, -87.626827858)"
51743,12342412,JE201957,04/17/2021 10:55:00 AM,008XX N PARKSIDE AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1511,15,29.0,25,06,1138538.0,1905024.0,2021,04/24/2021 05:01:22 PM,41.895511925,-87.766634423,"(41.895511925, -87.766634423)"
30878,12309398,JE161880,03/07/2021 01:51:00 PM,002XX W PERSHING RD,051A,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,False,False,925,9,3.0,37,04A,1175195.0,1879099.0,2021,03/14/2021 04:50:05 PM,41.823628586,-87.63277918200001,"(41.823628586, -87.632779182)"
8494,12272886,JE116657,01/18/2021 09:40:00 PM,003XX E GARFIELD BLVD,0460,BATTERY,SIMPLE,GAS STATION,False,False,231,2,3.0,40,08B,1179640.0,1868628.0,2021,01/25/2021 03:48:31 PM,41.794794662,-87.61679251,"(41.794794662, -87.61679251)"
21099,12294390,JE143399,02/16/2021 08:50:00 PM,055XX S EVERETT AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,False,False,235,2,5.0,41,04B,1188987.0,1868573.0,2021,02/23/2021 03:48:18 PM,41.794424835,-87.582519409,"(41.794424835, -87.582519409)"
48522,12337760,JE196536,04/11/2021 12:00:00 AM,082XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,613,6,21.0,71,08B,1170087.0,1850169.0,2021,04/18/2021 05:28:06 PM,41.744354032,-87.65235907799999,"(41.744354032, -87.652359078)"
26983,12306240,JE158247,02/28/2021 08:00:00 PM,010XX W GRANVILLE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2433,24,48.0,77,06,1167960.0,1941343.0,2021,03/07/2021 03:52:28 PM,41.994588742,-87.657522554,"(41.994588742, -87.657522554)"
47761,12336958,JE195587,04/10/2021 04:52:00 PM,037XX N OCTAVIA AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1631,16,38.0,17,08A,1126749.0,1923943.0,2021,04/17/2021 05:31:27 PM,41.947633653000004,-87.809509082,"(41.947633653, -87.809509082)"
28629,12306769,JE158713,03/03/2021 08:00:00 PM,053XX N DELPHIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1614,16,41.0,76,14,1117975.0,1934173.0,2021,03/10/2021 03:48:52 PM,41.975848671,-87.841545175,"(41.975848671, -87.841545175)"
34641,12315538,JE169236,03/15/2021 04:00:00 AM,089XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2223,22,21.0,71,14,1173538.0,1845599.0,2021,03/22/2021 04:53:29 PM,41.731737708000004,-87.639849177,"(41.731737708, -87.639849177)"
47748,12337168,JE195758,04/10/2021 08:00:00 PM,014XX W 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,614,6,21.0,71,08B,1168247.0,1850374.0,2021,04/17/2021 05:31:27 PM,41.744956341,-87.659095169,"(41.744956341, -87.659095169)"
21564,12298750,JE149217,02/12/2021 12:58:00 PM,045XX S LAKE PARK AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,222,2,4.0,39,06,1185448.0,1874978.0,2021,02/24/2021 03:46:17 PM,41.812084717,-87.59529495,"(41.812084717, -87.59529495)"
61307,12358388,JE221394,05/06/2021 10:00:00 AM,003XX S RACINE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1231,12,28.0,28,06,1168438.0,1898482.0,2021,05/13/2021 05:03:37 PM,41.876965769,-87.657008055,"(41.876965769, -87.657008055)"
28092,12309472,JE162101,01/22/2021 10:17:00 AM,014XX E 73RD ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,324,3,8.0,43,06,1187218.0,1856882.0,2021,03/09/2021 03:52:09 PM,41.762385978000005,-87.58937706299999,"(41.762385978, -87.589377063)"
50076,12344303,JE203704,03/16/2021 09:00:00 AM,012XX N LEAVITT ST,0810,THEFT,OVER $500,APARTMENT,False,False,1424,14,2.0,24,06,1161508.0,1908403.0,2021,04/21/2021 04:49:40 PM,41.90433685,-87.68217647200001,"(41.90433685, -87.682176472)"
32781,12313384,JE165941,03/11/2021 01:00:00 PM,0000X E CHICAGO AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1833,18,42.0,8,06,1176365.0,1905732.0,2021,03/18/2021 04:52:21 PM,41.896685065999996,-87.627683859,"(41.896685066, -87.627683859)"
38564,12321509,JE176704,03/22/2021 07:45:00 PM,051XX S LA CROSSE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,814,8,14.0,56,11,1144896.0,1870065.0,2021,03/29/2021 04:53:03 PM,41.799462065,-87.74416357,"(41.799462065, -87.74416357)"
10635,12275794,JE119920,01/22/2021 10:30:00 AM,079XX S DREXEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,624,6,8.0,44,08A,1183608.0,1852589.0,2021,01/29/2021 03:46:26 PM,41.750690464,-87.602741685,"(41.750690464, -87.602741685)"
6554,12270287,JE113713,01/14/2021 11:00:00 PM,065XX N RICHMOND ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2412,24,50.0,2,06,1155479.0,1943280.0,2021,01/21/2021 03:51:43 PM,42.00016506,-87.703380992,"(42.00016506, -87.703380992)"
30299,12308586,JE160888,03/06/2021 12:40:00 PM,018XX S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1021,10,24.0,29,14,1153330.0,1890730.0,2021,03/13/2021 03:51:08 PM,41.856006711,-87.71268606,"(41.856006711, -87.71268606)"
38679,12325460,JE177346,03/23/2021 01:00:00 PM,017XX W 79TH ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,611,6,17.0,71,08A,1166231.0,1852313.0,2021,03/30/2021 04:51:43 PM,41.750320344,-87.666427043,"(41.750320344, -87.666427043)"
29999,12307847,JE160083,03/05/2021 05:00:00 AM,015XX N KILDARE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,2534,25,26.0,23,11,1147437.0,1909694.0,2021,03/12/2021 03:54:10 PM,41.90816095,-87.733830266,"(41.90816095, -87.733830266)"
27347,12304776,JE156409,03/01/2021 09:33:00 PM,003XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1125,11,27.0,28,08B,1159796.0,1898336.0,2021,03/08/2021 03:55:51 PM,41.876747617,-87.688742906,"(41.876747617, -87.688742906)"
6358,12269773,JE112946,01/14/2021 07:30:00 PM,064XX S ABERDEEN ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,724,7,16.0,68,04B,1170090.0,1862073.0,2021,01/21/2021 03:51:43 PM,41.777020075,-87.65200262,"(41.777020075, -87.65200262)"
40104,12325144,JE180850,03/26/2021 10:37:00 PM,019XX S DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1024,10,24.0,29,08B,1153060.0,1890080.0,2021,04/02/2021 05:04:22 PM,41.854228385999996,-87.713694318,"(41.854228386, -87.713694318)"
23989,12299781,JE150273,02/23/2021 06:28:00 PM,076XX S CICERO AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,833,8,18.0,65,08B,1145727.0,1853720.0,2021,03/02/2021 03:50:05 PM,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)"
1213,12267128,JE110144,01/09/2021 08:00:00 AM,041XX N CALIFORNIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1724,17,33.0,16,11,1156976.0,1927310.0,2021,01/16/2021 03:52:53 PM,41.956312231,-87.698309382,"(41.956312231, -87.698309382)"
57226,12351432,JE212637,04/28/2021 02:00:00 AM,0000X E 9TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,123,1,4.0,32,14,1176856.0,1896212.0,2021,05/05/2021 04:52:00 PM,41.870550571,-87.62616864600002,"(41.870550571, -87.626168646)"
49272,12341945,JE200796,04/13/2021 04:00:00 PM,017XX W NORTH AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,1433,14,2.0,24,06,1164294.0,1910696.0,2021,04/20/2021 04:49:35 PM,41.910570514,-87.67187781,"(41.910570514, -87.67187781)"
62257,12361389,JE222254,05/07/2021 06:00:00 AM,085XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,632,6,8.0,44,08B,1183717.0,1848477.0,2021,05/14/2021 04:55:48 PM,41.739404156,-87.602470244,"(41.739404156, -87.602470244)"
14711,12282258,JE127937,01/30/2021 01:00:00 PM,032XX W 66TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,831,8,17.0,66,08A,1155929.0,1860351.0,2021,02/06/2021 03:52:06 PM,41.772590799,-87.703963046,"(41.772590799, -87.703963046)"
59959,12355698,JE218133,05/03/2021 11:00:00 AM,077XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4,7.0,43,08B,1194203.0,1854182.0,2021,05/10/2021 04:53:33 PM,41.754808347,-87.56386503600002,"(41.754808347, -87.563865036)"
23569,12298181,JE148369,02/22/2021 02:48:00 AM,014XX W 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,734,7,17.0,67,08B,1168063.0,1857004.0,2021,03/01/2021 03:46:28 PM,41.763153918,-87.659579126,"(41.763153918, -87.659579126)"
31783,12314294,JE167796,03/01/2021 12:00:00 AM,070XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,733,7,6.0,68,14,1170530.0,1858119.0,2021,03/16/2021 04:50:22 PM,41.766160237,-87.650504677,"(41.766160237, -87.650504677)"
36692,12318632,JE173019,03/19/2021 03:50:00 AM,056XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,713,7,16.0,67,08B,1168623.0,1867279.0,2021,03/26/2021 05:00:56 PM,41.791337735,-87.657230536,"(41.791337735, -87.657230536)"
20212,12292487,JE140938,02/13/2021 02:00:00 PM,036XX W CERMAK RD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1013,10,22.0,30,08A,1152262.0,1889132.0,2021,02/20/2021 03:50:23 PM,41.851642726,-87.71664830600002,"(41.851642726, -87.716648306)"
59,12261084,JE103081,01/04/2021 02:10:00 PM,062XX N SAUGANASH AVE,0810,THEFT,OVER $500,STREET,False,False,1711,17,39.0,12,06,1144397.0,1941466.0,2021,01/16/2021 03:49:23 PM,41.995403819,-87.744195484,"(41.995403819, -87.744195484)"
30656,12309173,JE161710,03/07/2021 08:30:00 AM,071XX S CONSTANCE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,324,3,7.0,43,06,1189607.0,1858048.0,2021,03/14/2021 04:50:05 PM,41.765528549,-87.580583779,"(41.765528549, -87.580583779)"
33874,12314383,JE167890,03/13/2021 01:10:00 PM,029XX N NEENAH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2511,25,36.0,19,08B,1132239.0,1918895.0,2021,03/20/2021 04:52:03 PM,41.933687528,-87.78944651299999,"(41.933687528, -87.789446513)"
51177,12341769,JE201336,04/16/2021 09:00:00 AM,010XX W 95TH ST,0820,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,False,False,2223,22,21.0,73,06,1171176.0,1841811.0,2021,04/23/2021 04:51:47 PM,41.721394792,-87.64861249299999,"(41.721394792, -87.648612493)"
9102,12276441,JE120028,01/12/2021 12:00:00 PM,055XX N NATOMA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1613,16,45.0,10,11,1131268.0,1936261.0,2021,01/26/2021 03:48:59 PM,41.981358526,-87.792612268,"(41.981358526, -87.792612268)"
3599,12259938,JE101622,01/02/2021 07:30:00 PM,083XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,613,6,21.0,71,08B,1170768.0,1849560.0,2021,01/16/2021 03:49:23 PM,41.742668037,-87.649881541,"(41.742668037, -87.649881541)"
36832,12320082,JE174844,03/19/2021 12:00:00 AM,086XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,614,6,21.0,71,06,1167840.0,1847521.0,2021,03/26/2021 05:00:56 PM,41.737136041999996,-87.66066819299999,"(41.737136042, -87.660668193)"
